tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target
2/21/2022,Ganti Ban Depan Belakang,750000,110000,430000,320000
2/7/2022,Uang Kondangan Temen,220000,70000,70000,150000
2/21/2022,Kursus Bootcamp IT/Data Science,3130000,120000,1570000,1560000
11/19/2024,Modal Nikah/Tunangan,93000000,260000,74220000,18780000
9/22/2022,Modal Nikah/Tunangan,89990000,110000,12130000,77860000
3/31/2022,Beli Kamera Analog/Mirrorless,8540000,40000,6490000,2050000
2/20/2024,Modal Nikah/Tunangan,85960000,,45540000,40420000
3/18/2021,,1780000,90000,1660000,120000
8/6/2020,Dana Darurat,6950000,100000,100000,6850000
5/15/2021,Outfit Wisuda/Kondangan,540000,20000,140000,400000
11/17/2022,Modal Nikah/Tunangan,87840000,1000000,27310000,60530000
6/3/2022,Modal Nikah/Tunangan,85780000,20000,29860000,55920000
3/31/2022,Beli Kasur Busa/Springbed,1450000,60000,840000,610000
1/5/2023,Modal Nikah/Tunangan,87840000,1500000,86170000,1670000
2/6/2022,,4740000,,1950000,2790000
1/30/2021,Rakit PC Gaming,18050000,70000,10730000,7320000
9/11/2022,Rakit PC Gaming,21690000,50000,9160000,12530000
4/4/2022,Rakit PC Gaming,17300000,70000,6780000,10520000
4/30/2022,Modal Nikah/Tunangan,32780000,70000,5610000,27170000
8/4/2021,Modal Nikah/Tunangan,73480000,260000,4900000,68580000
1/20/2022,Beli Hewan Qurban,4050000,80000,2950000,1100000
8/1/2021,Modif Motor/Ganti Knalpot,1700000,80000,880000,820000
5/12/2020,Beli Laptop Skripsi,6410000,10000,3870000,2540000
3/23/2025,Modal Nikah/Tunangan,93000000,10000,78570000,14430000
8/18/2020,Modal Usaha Thrift/F&B,14340000,60000,2240000,12100000
11/10/2024,Modal Nikah/Tunangan,85960000,70000,60670000,25290000
5/19/2021,Liburan ke Bali/Jogja,6400000,60000,6010000,390000
12/10/2021,Beli Kamera Analog/Mirrorless,5860000,10000,1880000,3980000
3/8/2022,Rakit PC Gaming,21710000,40000,21640000,70000
2/9/2022,,8240000,50000,3420000,4820000
3/25/2022,Beli iPad/Tablet Nugas,9380000,80000,1800000,7580000
3/14/2022,Beli Sepatu Sneakers/Running,620000,190000,470000,150000
4/6/2021,,9770000,60000,8180000,1590000
10/23/2024,Modal Nikah/Tunangan,87840000,160000,66550000,21290000
1/26/2020,Tiket Konser K-Pop/Lokal,4620000,1600000,3890000,730000
1/11/2021,Langganan Netflix/Spotify Tahunan,720000,10000,720000,0
5/4/2020,Dana Darurat,15920000,40000,2260000,13660000
2/19/2021,Rakit PC Gaming,24690000,180000,12510000,12180000
7/1/2021,Modal Skripsi & Jilid,2150000,40000,1390000,760000
3/8/2022,Uang Kondangan Temen,450000,150000,150000,300000
3/8/2022,Liburan ke Bali/Jogja,1580000,70000,1230000,350000
12/17/2024,Modal Nikah/Tunangan,85780000,190000,64450000,21330000
1/8/2022,Kursus Bootcamp IT/Data Science,7900000,110000,3230000,4670000
10/28/2022,Rakit PC Gaming,21690000,1500000,14790000,6900000
5/23/2021,Rakit PC Gaming,21100000,20000,19340000,1760000
1/20/2022,Rakit PC Gaming,17300000,30000,5080000,12220000
9/26/2020,Modal Skripsi & Jilid,2100000,-100000,600000,1500000
3/31/2024,Modal Nikah/Tunangan,89990000,250000,28080000,61910000
7/23/2021,Beli Motor Bekas,7730000,90000,2700000,5030000
6/13/2020,,7500000,280000,870000,6630000
8/26/2020,Beli Motor Bekas,14020000,10000,10510000,3510000
1/29/2022,Liburan ke Bali/Jogja,6910000,140000,6640000,270000
3/13/2022,Beli Hewan Qurban,2980000,30000,390000,2590000
7/13/2024,Modal Nikah/Tunangan,32780000,30000,31410000,1370000
9/6/2020,Modal Usaha Thrift/F&B,14340000,800000,4370000,9970000
7/20/2021,Tiket Konser K-Pop/Lokal,3150000,20000,1170000,1980000
2/12/2022,Upgrade HP Baru,6210000,1000000,1360000,4850000
5/21/2021,Bayar UKT Semester Depan,7760000,90000,7420000,340000
9/17/2021,Tiket Konser K-Pop/Lokal,3150000,250000,3150000,0
11/14/2021,,13260000,60000,6620000,6640000
8/27/2020,Beli iPad/Tablet Nugas,4580000,40000,700000,3880000
3/28/2020,Liburan ke Bali/Jogja,4680000,40000,620000,4060000
1/20/2023,Modal Nikah/Tunangan,97510000,20000,90730000,6780000
1/23/2024,Modal Nikah/Tunangan,85780000,1000000,41520000,44260000
9/3/2020,,18050000,240000,3970000,14080000
9/14/2020,Bayar Kosan Tahunan,11230000,400000,680000,10550000
12/23/2022,Modal Nikah/Tunangan,85780000,50000,40030000,45750000
3/30/2024,Modal Nikah/Tunangan,85960000,70000,66630000,19330000
3/7/2022,Beli Kasur Busa/Springbed,1450000,99999999,580000,870000
11/20/2021,Bayar UKT Semester Depan,7500000,50000,2400000,5100000
4/3/2022,Beli Emas Antam,9690000,500000,6530000,3160000
11/11/2020,Bayar Kosan Tahunan,13240000,90000,11630000,1610000
1/7/2020,,3410000,,270000,3140000
5/10/2021,Beli Magic Com & Dispenser,310000,70000,80000,230000
3/20/2021,Modal Nikah/Tunangan,85960000,60000,250000,85710000
5/27/2020,Ganti LCD HP,1210000,100000,650000,560000
12/8/2020,Beli Kamera Analog/Mirrorless,3950000,,90000,3860000
10/12/2020,Beli Laptop Skripsi,6570000,10000,6280000,290000
7/29/2020,Ganti LCD HP,1130000,90000,400000,730000
11/27/2024,,65260000,,42030000,23230000
12/1/2021,Dana Darurat,19490000,90000,16830000,2660000
3/11/2025,Modal Nikah/Tunangan,97510000,10000,68360000,29150000
1/5/2021,Bayar Kosan Tahunan,8200000,250000,5450000,2750000
10/19/2021,Rakit PC Gaming,10380000,,9340000,1040000
4/7/2022,,9460000,800000,7660000,1800000
12/29/2021,Beli Emas Antam,9690000,70000,3080000,6610000
2/8/2021,Beli Motor Bekas,14520000,100000,100000,14420000
4/19/2025,Modal Nikah/Tunangan,89990000,70000,76290000,13700000
7/18/2022,Modal Nikah/Tunangan,97510000,250000,6440000,91070000
6/25/2024,Modal Nikah/Tunangan,45570000,50000,36370000,9200000
5/21/2020,Beli Sepatu Sneakers/Running,2420000,20000,360000,2060000
10/14/2024,Modal Nikah/Tunangan,85780000,10000,60920000,24860000
7/20/2021,Rakit PC Gaming,24690000,99999999,24690000,0
7/18/2021,,12310000,40000,6620000,5690000
2/13/2021,Traktir Temen Sidang/Wisuda,760000,150000,490000,270000
9/7/2020,Beli iPad/Tablet Nugas,4580000,180000,1110000,3470000
5/12/2022,Dana Darurat,13410000,220000,9510000,3900000
4/24/2025,Modal Nikah/Tunangan,87840000,,72540000,15300000
10/3/2021,Upgrade RAM & SSD,1060000,30000,590000,470000
12/20/2020,Bayar Kosan Tahunan,8200000,30000,4730000,3470000
1/22/2022,Monitor External,1240000,200000,680000,560000
5/8/2022,Liburan ke Bali/Jogja,6050000,50000,4800000,1250000
3/4/2022,Liburan ke Bali/Jogja,6810000,230000,1000000,5810000
1/31/2022,Beli TWS/Earphone,930000,450000,930000,0
11/8/2021,Beli Parfum Lokal,260000,250000,250000,10000
1/24/2022,Beli TWS/Earphone,930000,60000,480000,450000
4/8/2020,,2730000,790000,2730000,0
4/14/2021,Beli Sepatu Sneakers/Running,1350000,20000,400000,950000
4/16/2024,Modal Nikah/Tunangan,85960000,130000,48350000,37610000
4/9/2020,Perpanjang Pajak Kendaraan,570000,90000,160000,410000
12/31/2021,Modal Nikah/Tunangan,45570000,50000,530000,45040000
5/3/2022,Bayar Kosan Tahunan,17290000,110000,15620000,1670000
7/2/2020,Dana Darurat,11370000,40000,2110000,9260000
4/22/2022,Dana Darurat,13410000,,7800000,5610000
12/16/2021,Modal Nikah/Tunangan,85780000,40000,19290000,66490000
3/20/2022,Beli Sepatu Sneakers/Running,620000,40000,610000,10000
3/21/2022,,93000000,30000,5060000,87940000
8/30/2020,Beli iPad/Tablet Nugas,4580000,80000,800000,3780000
4/8/2022,Modal Nikah/Tunangan,65260000,50000,4970000,60290000
9/6/2022,Modal Nikah/Tunangan,32780000,20000,14030000,18750000
12/1/2021,Beli Emas Antam,9690000,60000,900000,8790000
9/1/2022,Modal Nikah/Tunangan,24510000,110000,17280000,7230000
1/8/2022,Ganti LCD HP,600000,260000,260000,340000
2/3/2022,Modal Nikah/Tunangan,73480000,60000,17930000,55550000
12/6/2020,Tiket DWP / Pestapora,1660000,90000,90000,1570000
5/27/2020,Ganti LCD HP,1210000,100000,650000,560000
6/4/2022,Dana Darurat,7500000,210000,6660000,840000
3/7/2020,Langganan Netflix/Spotify Tahunan,720000,20000,20000,700000
4/4/2022,Liburan ke Bali/Jogja,5870000,250000,1500000,4370000
3/23/2022,Dana Darurat,13410000,400000,6690000,6720000
8/23/2024,,85960000,20000,76620000,9340000
10/20/2022,Modal Nikah/Tunangan,85780000,250000,36550000,49230000
11/26/2020,Bayar UKT Semester Depan,4280000,60000,4020000,260000
4/4/2021,Kursus Bootcamp IT/Data Science,6750000,220000,2860000,3890000
4/3/2020,Dana Darurat,15920000,60000,60000,15860000
11/6/2020,Bayar Kosan Tahunan,13240000,60000,11540000,1700000
9/2/2020,Dana Darurat,6950000,,2000000,4950000
1/23/2021,Beli Motor Bekas,12660000,40000,8250000,4410000
6/11/2020,Beli TWS/Earphone,1490000,90000,820000,670000
10/12/2024,Modal Nikah/Tunangan,89990000,60000,43520000,46470000
5/23/2025,Modal Nikah/Tunangan,93000000,1600000,86740000,6260000
5/1/2021,Beli Hewan Qurban,2590000,600000,2470000,120000
9/22/2022,Bayar Kosan Tahunan,16660000,40000,16250000,410000
5/15/2022,Beli Laptop Skripsi,10450000,60000,5450000,5000000
8/15/2020,,930000,170000,690000,240000
10/17/2020,Nabung Bayar Utang/Pinjol,4190000,40000,3380000,810000
6/24/2021,Beli Skincare/Makeup,810000,260000,810000,0
1/15/2024,Rakit PC Gaming,21690000,1700000,18910000,2780000
3/1/2021,Modif Motor/Ganti Knalpot,950000,20000,490000,460000
10/8/2020,Liburan ke Bali/Jogja,4930000,500000,650000,4280000
2/10/2021,Beli Hewan Qurban,4430000,70000,1300000,3130000
3/1/2022,Bayar UKT Semester Depan,3590000,20000,2520000,1070000
10/22/2020,Beli iPad/Tablet Nugas,4580000,80000,1710000,2870000
6/20/2022,Modal Nikah/Tunangan,87840000,30000,20710000,67130000
1/14/2022,Bayar UKT Semester Depan,3950000,40000,110000,3840000
3/18/2021,Monitor External,3680000,,260000,3420000
4/9/2021,Beli Laptop Skripsi,8030000,-100000,5550000,2480000
10/13/2021,Modal Nikah/Tunangan,85960000,230000,15340000,70620000
6/26/2020,Rakit PC Gaming,18050000,250000,620000,17430000
3/2/2021,Beli Hewan Qurban,4430000,130000,3820000,610000
11/17/2024,Modal Nikah/Tunangan,85960000,80000,60750000,25210000
6/6/2022,,9690000,250000,9430000,260000
7/27/2020,Kursus Bootcamp IT/Data Science,7180000,350000,7180000,0
4/7/2020,Liburan ke Bali/Jogja,4680000,1400000,2040000,2640000
1/21/2020,Outfit Wisuda/Kondangan,1390000,,840000,550000
8/15/2021,Upgrade HP Baru,13540000,,11270000,2270000
3/16/2021,Beli iPad/Tablet Nugas,7610000,120000,6310000,1300000
3/15/2024,Modal Nikah/Tunangan,85960000,50000,47570000,38390000
3/26/2021,DP Motor Baru,7010000,20000,1510000,5500000
12/12/2021,Modal Usaha Thrift/F&B,13260000,240000,10550000,2710000
9/6/2020,Beli Motor Bekas,8740000,1500000,1500000,7240000
10/16/2021,Tas Ransel Eiger/Consina,560000,99999999,150000,410000
4/30/2021,Dana Darurat,19490000,,3120000,16370000
10/8/2021,Beli Emas Antam,1730000,10000,1630000,100000
2/2/2022,Beli Action Figure/Gunpla,2980000,100000,100000,2880000
7/14/2021,Beli iPad/Tablet Nugas,10440000,250000,9640000,800000
1/20/2021,Dana Darurat,15560000,90000,14210000,1350000
6/12/2021,Traktir Temen Sidang/Wisuda,270000,99999999,180000,90000
3/26/2022,Beli Kamera Analog/Mirrorless,2690000,230000,900000,1790000
10/12/2021,Dana Darurat,9720000,30000,9110000,610000
2/5/2022,Beli Kamera Analog/Mirrorless,2820000,30000,220000,2600000
1/7/2020,Beli Motor Bekas,12800000,180000,530000,12270000
7/28/2021,Modal Nikah/Tunangan,85960000,70000,6990000,78970000
2/16/2021,Beli Emas Antam,5950000,20000,1860000,4090000
3/17/2021,Modal Nikah/Tunangan,85780000,50000,3600000,82180000
10/1/2020,Beli Game Steam/PS,1390000,,980000,410000
11/24/2021,Modal Nikah/Tunangan,85960000,20000,18330000,67630000
7/16/2020,Beli iPad/Tablet Nugas,6220000,30000,4420000,1800000
2/14/2021,Bayar Kosan Tahunan,7820000,,4740000,3080000
7/17/2020,Beli Hewan Qurban,3660000,1300000,2020000,1640000
1/28/2022,Monitor External,1240000,100000,780000,460000
3/2/2020,Ganti Ban Depan Belakang,1190000,10000,520000,670000
7/4/2020,Staycation Bareng Temen,940000,40000,540000,400000
5/26/2020,,7180000,30000,3160000,4020000
2/1/2022,Beli iPad/Tablet Nugas,8920000,40000,1290000,7630000
4/18/2022,Beli Emas Antam,5160000,270000,3100000,2060000
6/26/2020,Beli Hewan Qurban,4820000,,2520000,2300000
8/3/2021,DP Motor Baru,7040000,40000,3370000,3670000
2/15/2024,Modal Nikah/Tunangan,32780000,10000,23430000,9350000
6/16/2021,Rakit PC Gaming,21710000,30000,5590000,16120000
3/5/2022,Beli Game Steam/PS,940000,60000,350000,590000
3/16/2022,Bayar UKT Semester Depan,3950000,200000,2300000,1650000
3/10/2021,Rakit PC Gaming,21100000,70000,13230000,7870000
8/21/2020,Uang Kondangan Temen,400000,40000,310000,90000
7/21/2021,Servis Turun Mesin,2100000,20000,240000,1860000
5/23/2021,Bayar Kosan Tahunan,17290000,290000,690000,16600000
9/26/2020,,1990000,20000,940000,1050000
6/4/2025,Modal Nikah/Tunangan,89990000,160000,78940000,11050000
3/2/2022,Modal Nikah/Tunangan,24510000,100000,4260000,20210000
5/19/2021,Langganan Netflix/Spotify Tahunan,600000,,590000,10000
10/22/2020,Bayar Kosan Tahunan,8200000,1200000,1360000,6840000
1/17/2024,Modal Nikah/Tunangan,65260000,20000,47850000,17410000
4/8/2024,Modal Nikah/Tunangan,87840000,40000,55400000,32440000
10/6/2021,Modal Nikah/Tunangan,87840000,99999999,2460000,85380000
4/15/2020,Dana Darurat,15920000,40000,2000000,13920000
3/7/2022,,2360000,70000,70000,2290000
3/3/2022,Dekor Kamar Estetik,320000,30000,300000,20000
8/1/2020,Beli Motor Bekas,12800000,30000,12650000,150000
2/6/2021,Beli TWS/Earphone,2130000,20000,1060000,1070000
12/19/2022,,21690000,60000,16260000,5430000
5/25/2024,Modal Nikah/Tunangan,87840000,80000,36170000,51670000
9/24/2020,Dana Darurat,15560000,50000,2050000,13510000
11/2/2021,Modal Skripsi & Jilid,1080000,50000,50000,1030000
6/26/2022,Rakit PC Gaming,21690000,20000,6240000,15450000
8/31/2021,Kado Hari Ibu/Ultah Ortu,2180000,900000,1430000,750000
9/25/2021,Servis Turun Mesin,2660000,-100000,1360000,1300000
7/12/2021,Liburan ke Bali/Jogja,5960000,,3680000,2280000
1/14/2022,Bayar Kosan Tahunan,13230000,80000,11000000,2230000
11/24/2021,Modal Usaha Thrift/F&B,2160000,180000,670000,1490000
3/17/2024,,87840000,90000,33940000,53900000
1/25/2021,,10890000,10000,6650000,4240000
1/7/2022,Servis Turun Mesin,2900000,250000,250000,2650000
4/11/2020,Dana Darurat,16270000,80000,3580000,12690000
4/24/2022,Modal Nikah/Tunangan,24510000,1900000,9500000,15010000
5/9/2021,Beli Action Figure/Gunpla,2760000,130000,2060000,700000
2/9/2022,Tiket Konser K-Pop/Lokal,1430000,180000,1430000,0
3/20/2022,Kado Ultah Pacar,860000,160000,650000,210000
4/30/2024,Modal Nikah/Tunangan,85960000,10000,48590000,37370000
6/8/2020,Beli Action Figure/Gunpla,2330000,480000,2330000,0
11/3/2020,Modal Skripsi & Jilid,2320000,80000,1000000,1320000
3/22/2022,Langganan Netflix/Spotify Tahunan,480000,40000,250000,230000
7/9/2024,,93000000,99999999,40200000,52800000
1/25/2021,Beli Motor Bekas,12310000,70000,1140000,11170000
5/24/2022,Upgrade HP Baru,12260000,90000,5470000,6790000
1/3/2022,,1050000,1050000,1050000,0
1/12/2024,Modal Nikah/Tunangan,87840000,70000,51940000,35900000
12/5/2020,Staycation Bareng Temen,1190000,20000,20000,1170000
2/7/2022,Monitor External,1240000,80000,1160000,80000
12/19/2020,Bayar Kosan Tahunan,13940000,70000,6910000,7030000
8/12/2020,Bayar UKT Semester Depan,2200000,130000,810000,1390000
1/30/2022,Beli TWS/Earphone,1900000,90000,780000,1120000
2/22/2022,,1470000,,1060000,410000
10/8/2021,Beli iPad/Tablet Nugas,9500000,50000,9500000,0
3/4/2022,Beli Sepatu Sneakers/Running,620000,100000,170000,450000
1/15/2023,,87840000,50000,86270000,1570000
11/8/2021,Modal Usaha Thrift/F&B,2160000,130000,190000,1970000
1/9/2022,Perpanjang Pajak Kendaraan,340000,,280000,60000
5/4/2022,DP Motor Baru,7430000,10000,2470000,4960000
1/13/2021,Upgrade HP Baru,11520000,30000,10020000,1500000
11/30/2020,Modal Usaha Thrift/F&B,14340000,1800000,9250000,5090000
8/25/2021,Bayar Kosan Tahunan,17290000,80000,8970000,8320000
5/6/2022,Liburan ke Bali/Jogja,6810000,140000,4660000,2150000
9/27/2021,Dana Darurat,14380000,40000,8640000,5740000
7/26/2021,,1180000,30000,400000,780000
7/3/2021,Beli iPad/Tablet Nugas,10440000,70000,8930000,1510000
8/17/2024,Modal Nikah/Tunangan,65260000,,57660000,7600000
6/27/2021,Beli iPad/Tablet Nugas,9500000,,4060000,5440000
5/30/2021,Beli Laptop Skripsi,9610000,-100000,6220000,3390000
1/11/2021,Beli iPad/Tablet Nugas,9770000,50000,4280000,5490000
2/13/2022,Dana Darurat,12120000,90000,3660000,8460000
2/21/2022,Modal Nikah/Tunangan,87840000,30000,11300000,76540000
3/4/2022,Modal Nikah/Tunangan,89990000,60000,590000,89400000
3/6/2021,Beli iPad/Tablet Nugas,9770000,10000,7000000,2770000
4/10/2022,Kursus Bootcamp IT/Data Science,2280000,80000,2020000,260000
4/6/2022,Beli iPad/Tablet Nugas,7160000,870000,7160000,0
5/7/2021,Sewa Server/VPS Tahunan,1830000,160000,630000,1200000
7/25/2020,Dekor Kamar Estetik,810000,130000,810000,0
2/8/2022,Beli Motor Bekas,9460000,,1330000,8130000
4/16/2021,Beli Raket Badminton/Sepatu Futsal,990000,700000,900000,90000
3/19/2021,Tiket DWP / Pestapora,1120000,40000,470000,650000
6/13/2021,Modal Skripsi & Jilid,2150000,40000,1170000,980000
4/12/2022,Beli Kamera Analog/Mirrorless,7430000,90000,6960000,470000
9/16/2020,Nabung Bayar Utang/Pinjol,4190000,10000,420000,3770000
3/20/2022,Liburan ke Bali/Jogja,2530000,10000,2260000,270000
10/29/2024,Modal Nikah/Tunangan,85780000,300000,61320000,24460000
1/16/2025,Modal Nikah/Tunangan,97510000,1400000,65720000,31790000
3/8/2020,Kado Hari Ibu/Ultah Ortu,1760000,80000,80000,1680000
12/29/2020,Dana Darurat,15560000,30000,12160000,3400000
4/4/2021,Bayar Kosan Tahunan,13940000,40000,13610000,330000
3/7/2022,,1490000,40000,40000,1450000
3/10/2022,,730000,10000,270000,460000
1/8/2022,Tiket Konser K-Pop/Lokal,1430000,170000,170000,1260000
12/26/2021,Liburan ke Bali/Jogja,6910000,10000,5930000,980000
6/12/2022,Beli iPad/Tablet Nugas,6530000,,6220000,310000
4/4/2022,Bayar Kosan Tahunan,15130000,210000,680000,14450000
9/16/2022,Modal Nikah/Tunangan,85960000,170000,36590000,49370000
3/21/2022,,2920000,90000,800000,2120000
7/15/2021,Kado Hari Ibu/Ultah Ortu,2190000,180000,1630000,560000
5/20/2020,Beli Laptop Skripsi,6410000,80000,4020000,2390000
9/6/2024,Modal Nikah/Tunangan,85960000,230000,55380000,30580000
3/9/2022,Modif Motor/Ganti Knalpot,2920000,20000,340000,2580000
12/22/2021,Beli Emas Antam,9690000,80000,3010000,6680000
7/17/2021,Modal Nikah/Tunangan,15510000,260000,8300000,7210000
2/20/2024,Modal Nikah/Tunangan,85960000,70000,65240000,20720000
3/9/2022,Modal Usaha Thrift/F&B,5520000,700000,950000,4570000
6/6/2021,Traktir Temen Sidang/Wisuda,420000,30000,30000,390000
3/10/2021,Rakit PC Gaming,18050000,10000,13730000,4320000
1/16/2024,Modal Nikah/Tunangan,32780000,,21990000,10790000
7/5/2021,Modif Motor/Ganti Knalpot,1700000,240000,240000,1460000
7/26/2021,DP Motor Baru,7950000,90000,5680000,2270000
8/15/2022,,73480000,100000,27400000,46080000
1/8/2020,Beli Raket Badminton/Sepatu Futsal,970000,800000,800000,170000
2/18/2020,Ganti Ban Depan Belakang,1190000,30000,220000,970000
12/3/2021,Bayar UKT Semester Depan,4220000,1600000,1600000,2620000
3/23/2022,Beli Raket Badminton/Sepatu Futsal,990000,180000,740000,250000
2/17/2022,Modal Nikah/Tunangan,45570000,1100000,4330000,41240000
4/11/2022,Bayar Kosan Tahunan,15130000,270000,1140000,13990000
4/13/2022,Modal Nikah/Tunangan,73480000,100000,19370000,54110000
6/4/2020,Beli TWS/Earphone,1490000,30000,730000,760000
12/1/2024,Modal Nikah/Tunangan,89990000,20000,68750000,21240000
12/27/2020,Beli iPad/Tablet Nugas,6240000,,2520000,3720000
2/4/2022,Dana Darurat,12120000,1900000,3550000,8570000
3/18/2022,Modif Motor/Ganti Knalpot,2810000,120000,2810000,0
4/6/2021,Beli Emas Antam,5950000,900000,3420000,2530000
10/5/2021,,9770000,100000,4570000,5200000
7/26/2021,Bayar Kosan Tahunan,9010000,50000,2460000,6550000
11/24/2024,Modal Nikah/Tunangan,45570000,60000,43000000,2570000
12/10/2021,Kursus Bootcamp IT/Data Science,7900000,2000000,2100000,5800000
4/4/2021,Nabung Bayar Utang/Pinjol,3690000,270000,3690000,0
6/2/2020,Beli TWS/Earphone,1490000,700000,700000,790000
8/7/2022,Modal Nikah/Tunangan,87840000,280000,22550000,65290000
1/2/2022,Bayar UKT Semester Depan,7500000,40000,3700000,3800000
9/21/2022,Modal Nikah/Tunangan,89990000,30000,12020000,77970000
2/8/2022,Beli Laptop Skripsi,11640000,70000,4790000,6850000
9/15/2020,Bayar Kosan Tahunan,13240000,280000,8560000,4680000
2/14/2021,Modal Nikah/Tunangan,85780000,150000,640000,85140000
11/14/2021,Beli Hewan Qurban,4050000,10000,1720000,2330000
1/6/2021,Beli Game Steam/PS,1100000,40000,40000,1060000
1/15/2020,Beli Motor Bekas,8210000,10000,300000,7910000
10/5/2020,Liburan ke Bali/Jogja,4930000,60000,60000,4870000
3/12/2021,Beli Motor Bekas,14520000,70000,1330000,13190000
3/23/2022,Kursus Bootcamp IT/Data Science,7390000,290000,2970000,4420000
5/28/2022,,32780000,80000,6480000,26300000
8/20/2020,Beli Motor Bekas,6720000,80000,120000,6600000
5/2/2022,Monitor External,3620000,1140000,3620000,0
11/9/2021,Kado Ultah Pacar,1790000,100000,740000,1050000
3/18/2022,Kado Ultah Pacar,1210000,90000,700000,510000
7/31/2022,Modal Usaha Thrift/F&B,11710000,10000,11710000,0
4/24/2021,Modal Nikah/Tunangan,73480000,,2310000,71170000
7/3/2022,,12260000,60000,10020000,2240000
3/14/2024,Modal Nikah/Tunangan,97510000,900000,42930000,54580000
